Finish Load the Training data and labels!!!
Finish Load the Training data and labels!!!
Train Epoch: 1 [10000/146292 (7%)]	Loss: 2.962062, Accu: 22.00%
Train Epoch: 44 [100000/146292 (68%)]	Loss: 0.281463, Accu: 92.00%
Train Epoch: 44 [110000/146292 (75%)]	Loss: 0.273538, Accu: 90.00%
Train Epoch: 44 [120000/146292 (82%)]	Loss: 0.250807, Accu: 92.00%
Train Epoch: 44 [130000/146292 (89%)]	Loss: 0.261680, Accu: 92.00%
Train Epoch: 44 [140000/146292 (96%)]	Loss: 0.414307, Accu: 86.00%

Test set (34543 samples): Average loss: 0.1165, Accuracy: 32.86%

Train Epoch: 45 [10000/146292 (7%)]	Loss: 0.088947, Accu: 98.00%
Train Epoch: 45 [20000/146292 (14%)]	Loss: 0.217394, Accu: 94.00%
Train Epoch: 45 [30000/146292 (21%)]	Loss: 0.206126, Accu: 90.00%
Train Epoch: 45 [40000/146292 (27%)]	Loss: 0.250339, Accu: 90.00%
Train Epoch: 45 [50000/146292 (34%)]	Loss: 0.076502, Accu: 98.00%
Train Epoch: 45 [60000/146292 (41%)]	Loss: 0.276064, Accu: 92.00%
Train Epoch: 45 [70000/146292 (48%)]	Loss: 0.599969, Accu: 88.00%
Train Epoch: 45 [80000/146292 (55%)]	Loss: 0.325465, Accu: 92.00%
Train Epoch: 45 [90000/146292 (62%)]	Loss: 0.144883, Accu: 92.00%
Train Epoch: 45 [100000/146292 (68%)]	Loss: 0.149130, Accu: 96.00%
Train Epoch: 45 [110000/146292 (75%)]	Loss: 0.280870, Accu: 94.00%
Train Epoch: 45 [120000/146292 (82%)]	Loss: 0.331683, Accu: 92.00%
Train Epoch: 45 [130000/146292 (89%)]	Loss: 0.130805, Accu: 94.00%
Train Epoch: 45 [140000/146292 (96%)]	Loss: 0.097064, Accu: 98.00%

Test set (34543 samples): Average loss: 0.1087, Accuracy: 31.74%

Train Epoch: 46 [10000/146292 (7%)]	Loss: 0.275376, Accu: 90.00%
Train Epoch: 46 [20000/146292 (14%)]	Loss: 0.121718, Accu: 96.00%
Train Epoch: 46 [30000/146292 (21%)]	Loss: 0.248982, Accu: 94.00%
Train Epoch: 46 [40000/146292 (27%)]	Loss: 0.163497, Accu: 94.00%
Train Epoch: 46 [50000/146292 (34%)]	Loss: 0.304199, Accu: 88.00%
Train Epoch: 46 [60000/146292 (41%)]	Loss: 0.446572, Accu: 88.00%
Train Epoch: 46 [70000/146292 (48%)]	Loss: 0.200043, Accu: 94.00%
Train Epoch: 46 [80000/146292 (55%)]	Loss: 0.465568, Accu: 82.00%
Train Epoch: 46 [90000/146292 (62%)]	Loss: 0.196110, Accu: 90.00%
Train Epoch: 46 [100000/146292 (68%)]	Loss: 0.105264, Accu: 94.00%
Train Epoch: 46 [110000/146292 (75%)]	Loss: 0.166003, Accu: 92.00%
Train Epoch: 46 [120000/146292 (82%)]	Loss: 0.443699, Accu: 90.00%
Train Epoch: 46 [130000/146292 (89%)]	Loss: 0.166597, Accu: 90.00%
Train Epoch: 46 [140000/146292 (96%)]	Loss: 0.281556, Accu: 94.00%

Test set (34543 samples): Average loss: 0.1146, Accuracy: 31.43%

Train Epoch: 47 [10000/146292 (7%)]	Loss: 0.105743, Accu: 98.00%
Train Epoch: 47 [20000/146292 (14%)]	Loss: 0.118888, Accu: 98.00%
Train Epoch: 47 [30000/146292 (21%)]	Loss: 0.123698, Accu: 96.00%
Train Epoch: 47 [40000/146292 (27%)]	Loss: 0.190022, Accu: 92.00%
Train Epoch: 47 [50000/146292 (34%)]	Loss: 0.163566, Accu: 92.00%
Train Epoch: 47 [60000/146292 (41%)]	Loss: 0.146133, Accu: 96.00%
Train Epoch: 47 [70000/146292 (48%)]	Loss: 0.134979, Accu: 96.00%
Train Epoch: 47 [80000/146292 (55%)]	Loss: 0.201568, Accu: 96.00%
Train Epoch: 47 [90000/146292 (62%)]	Loss: 0.205009, Accu: 90.00%
Train Epoch: 47 [100000/146292 (68%)]	Loss: 0.420906, Accu: 92.00%
Train Epoch: 47 [110000/146292 (75%)]	Loss: 0.312535, Accu: 90.00%
Train Epoch: 47 [120000/146292 (82%)]	Loss: 0.233459, Accu: 92.00%
Train Epoch: 47 [130000/146292 (89%)]	Loss: 0.176609, Accu: 94.00%
Train Epoch: 47 [140000/146292 (96%)]	Loss: 0.468903, Accu: 90.00%

Test set (34543 samples): Average loss: 0.1217, Accuracy: 31.39%

Train Epoch: 48 [10000/146292 (7%)]	Loss: 0.382722, Accu: 92.00%
Train Epoch: 48 [20000/146292 (14%)]	Loss: 0.386187, Accu: 96.00%
Train Epoch: 48 [30000/146292 (21%)]	Loss: 0.213694, Accu: 94.00%
Train Epoch: 48 [40000/146292 (27%)]	Loss: 0.114923, Accu: 96.00%
Train Epoch: 48 [50000/146292 (34%)]	Loss: 0.072946, Accu: 100.00%
Train Epoch: 48 [60000/146292 (41%)]	Loss: 0.366625, Accu: 90.00%
Train Epoch: 48 [70000/146292 (48%)]	Loss: 0.211799, Accu: 94.00%
Train Epoch: 48 [80000/146292 (55%)]	Loss: 0.130428, Accu: 94.00%
Train Epoch: 48 [90000/146292 (62%)]	Loss: 0.247667, Accu: 90.00%
Train Epoch: 48 [100000/146292 (68%)]	Loss: 0.216176, Accu: 94.00%
Train Epoch: 48 [110000/146292 (75%)]	Loss: 0.261589, Accu: 96.00%
Train Epoch: 48 [120000/146292 (82%)]	Loss: 0.223894, Accu: 88.00%
Train Epoch: 48 [130000/146292 (89%)]	Loss: 0.121831, Accu: 96.00%
Train Epoch: 48 [140000/146292 (96%)]	Loss: 0.199223, Accu: 94.00%

Test set (34543 samples): Average loss: 0.1191, Accuracy: 31.95%

Train Epoch: 49 [10000/146292 (7%)]	Loss: 0.226854, Accu: 92.00%
Train Epoch: 49 [20000/146292 (14%)]	Loss: 0.185071, Accu: 98.00%
Train Epoch: 49 [30000/146292 (21%)]	Loss: 0.292433, Accu: 94.00%
Train Epoch: 49 [40000/146292 (27%)]	Loss: 0.232896, Accu: 92.00%
Train Epoch: 49 [50000/146292 (34%)]	Loss: 0.121316, Accu: 96.00%
Train Epoch: 49 [60000/146292 (41%)]	Loss: 0.084745, Accu: 98.00%
Train Epoch: 49 [70000/146292 (48%)]	Loss: 0.153743, Accu: 96.00%
Train Epoch: 49 [80000/146292 (55%)]	Loss: 0.260100, Accu: 92.00%
Train Epoch: 49 [90000/146292 (62%)]	Loss: 0.141885, Accu: 96.00%
Train Epoch: 49 [100000/146292 (68%)]	Loss: 0.171957, Accu: 92.00%
Train Epoch: 49 [110000/146292 (75%)]	Loss: 0.259487, Accu: 92.00%
Train Epoch: 49 [120000/146292 (82%)]	Loss: 0.176889, Accu: 94.00%
Train Epoch: 49 [130000/146292 (89%)]	Loss: 0.100794, Accu: 98.00%
Train Epoch: 49 [140000/146292 (96%)]	Loss: 0.203132, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1173, Accuracy: 31.46%

Train Epoch: 50 [10000/146292 (7%)]	Loss: 0.253630, Accu: 90.00%
Train Epoch: 50 [20000/146292 (14%)]	Loss: 0.516213, Accu: 86.00%
Train Epoch: 50 [30000/146292 (21%)]	Loss: 0.181152, Accu: 96.00%
Train Epoch: 50 [40000/146292 (27%)]	Loss: 0.217048, Accu: 90.00%
Train Epoch: 50 [50000/146292 (34%)]	Loss: 0.140166, Accu: 96.00%
Train Epoch: 50 [60000/146292 (41%)]	Loss: 0.249714, Accu: 92.00%
Train Epoch: 50 [70000/146292 (48%)]	Loss: 0.184051, Accu: 94.00%
Train Epoch: 50 [80000/146292 (55%)]	Loss: 0.113713, Accu: 94.00%
Train Epoch: 50 [90000/146292 (62%)]	Loss: 0.109305, Accu: 96.00%
Train Epoch: 50 [100000/146292 (68%)]	Loss: 0.427209, Accu: 88.00%
Train Epoch: 50 [110000/146292 (75%)]	Loss: 0.227506, Accu: 94.00%
Train Epoch: 50 [120000/146292 (82%)]	Loss: 0.192319, Accu: 94.00%
Train Epoch: 50 [130000/146292 (89%)]	Loss: 0.447039, Accu: 84.00%
Train Epoch: 50 [140000/146292 (96%)]	Loss: 0.205159, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1175, Accuracy: 31.99%

Train Epoch: 51 [10000/146292 (7%)]	Loss: 0.114443, Accu: 98.00%
Train Epoch: 51 [20000/146292 (14%)]	Loss: 0.272127, Accu: 90.00%
Train Epoch: 51 [30000/146292 (21%)]	Loss: 0.177212, Accu: 90.00%
Train Epoch: 51 [40000/146292 (27%)]	Loss: 0.324370, Accu: 88.00%
Train Epoch: 51 [50000/146292 (34%)]	Loss: 0.087316, Accu: 100.00%
Train Epoch: 51 [60000/146292 (41%)]	Loss: 0.230388, Accu: 90.00%
Train Epoch: 51 [70000/146292 (48%)]	Loss: 0.292126, Accu: 92.00%
Train Epoch: 51 [80000/146292 (55%)]	Loss: 0.226531, Accu: 92.00%
Train Epoch: 51 [90000/146292 (62%)]	Loss: 0.351085, Accu: 88.00%
Train Epoch: 51 [100000/146292 (68%)]	Loss: 0.245613, Accu: 90.00%
Train Epoch: 51 [110000/146292 (75%)]	Loss: 0.421114, Accu: 86.00%
Train Epoch: 51 [120000/146292 (82%)]	Loss: 0.457449, Accu: 88.00%
Train Epoch: 51 [130000/146292 (89%)]	Loss: 0.265894, Accu: 94.00%
Train Epoch: 51 [140000/146292 (96%)]	Loss: 0.198598, Accu: 94.00%

Test set (34543 samples): Average loss: 0.1202, Accuracy: 31.86%

Train Epoch: 52 [10000/146292 (7%)]	Loss: 0.153275, Accu: 92.00%
Train Epoch: 52 [20000/146292 (14%)]	Loss: 0.165371, Accu: 96.00%
Train Epoch: 52 [30000/146292 (21%)]	Loss: 0.129730, Accu: 98.00%
Train Epoch: 52 [40000/146292 (27%)]	Loss: 0.203559, Accu: 96.00%
Train Epoch: 52 [50000/146292 (34%)]	Loss: 0.094895, Accu: 98.00%
Train Epoch: 52 [60000/146292 (41%)]	Loss: 0.072363, Accu: 98.00%
Train Epoch: 52 [70000/146292 (48%)]	Loss: 0.209700, Accu: 96.00%
Train Epoch: 52 [80000/146292 (55%)]	Loss: 0.244375, Accu: 94.00%
Train Epoch: 52 [90000/146292 (62%)]	Loss: 0.086343, Accu: 98.00%
Train Epoch: 52 [100000/146292 (68%)]	Loss: 0.398886, Accu: 88.00%
Train Epoch: 52 [110000/146292 (75%)]	Loss: 0.110188, Accu: 98.00%
Train Epoch: 52 [120000/146292 (82%)]	Loss: 0.191502, Accu: 94.00%
Train Epoch: 52 [130000/146292 (89%)]	Loss: 0.222627, Accu: 92.00%
Train Epoch: 52 [140000/146292 (96%)]	Loss: 0.085936, Accu: 98.00%

Test set (34543 samples): Average loss: 0.1184, Accuracy: 32.28%

Train Epoch: 53 [10000/146292 (7%)]	Loss: 0.309338, Accu: 92.00%
Train Epoch: 53 [20000/146292 (14%)]	Loss: 0.141700, Accu: 94.00%
Train Epoch: 53 [30000/146292 (21%)]	Loss: 0.180517, Accu: 90.00%
Train Epoch: 53 [40000/146292 (27%)]	Loss: 0.218830, Accu: 92.00%
Train Epoch: 53 [50000/146292 (34%)]	Loss: 0.198275, Accu: 94.00%
Train Epoch: 53 [60000/146292 (41%)]	Loss: 0.068182, Accu: 98.00%
Train Epoch: 53 [70000/146292 (48%)]	Loss: 0.298097, Accu: 90.00%
Train Epoch: 53 [80000/146292 (55%)]	Loss: 0.268768, Accu: 90.00%
Train Epoch: 53 [90000/146292 (62%)]	Loss: 0.267204, Accu: 96.00%
Train Epoch: 53 [100000/146292 (68%)]	Loss: 0.156474, Accu: 94.00%
Train Epoch: 53 [110000/146292 (75%)]	Loss: 0.142819, Accu: 98.00%
Train Epoch: 53 [120000/146292 (82%)]	Loss: 0.340664, Accu: 92.00%
Train Epoch: 53 [130000/146292 (89%)]	Loss: 0.189966, Accu: 92.00%
Train Epoch: 53 [140000/146292 (96%)]	Loss: 0.280672, Accu: 94.00%

Test set (34543 samples): Average loss: 0.1211, Accuracy: 31.13%

Train Epoch: 54 [10000/146292 (7%)]	Loss: 0.288537, Accu: 94.00%
Train Epoch: 54 [20000/146292 (14%)]	Loss: 0.165615, Accu: 94.00%
Train Epoch: 54 [30000/146292 (21%)]	Loss: 0.155377, Accu: 96.00%
Train Epoch: 54 [40000/146292 (27%)]	Loss: 0.284954, Accu: 92.00%
Train Epoch: 54 [50000/146292 (34%)]	Loss: 0.305336, Accu: 96.00%
Train Epoch: 54 [60000/146292 (41%)]	Loss: 0.167185, Accu: 92.00%
Train Epoch: 54 [70000/146292 (48%)]	Loss: 0.121804, Accu: 94.00%
Train Epoch: 54 [80000/146292 (55%)]	Loss: 0.360573, Accu: 88.00%
Train Epoch: 54 [90000/146292 (62%)]	Loss: 0.064099, Accu: 100.00%
Train Epoch: 54 [100000/146292 (68%)]	Loss: 0.152537, Accu: 92.00%
Train Epoch: 54 [110000/146292 (75%)]	Loss: 0.126761, Accu: 96.00%
Train Epoch: 54 [120000/146292 (82%)]	Loss: 0.299980, Accu: 90.00%
Train Epoch: 54 [130000/146292 (89%)]	Loss: 0.187783, Accu: 94.00%
Train Epoch: 54 [140000/146292 (96%)]	Loss: 0.184932, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1214, Accuracy: 32.22%

Train Epoch: 55 [10000/146292 (7%)]	Loss: 0.186366, Accu: 96.00%
Train Epoch: 55 [20000/146292 (14%)]	Loss: 0.160542, Accu: 94.00%
Train Epoch: 55 [30000/146292 (21%)]	Loss: 0.246183, Accu: 92.00%
Train Epoch: 55 [40000/146292 (27%)]	Loss: 0.115584, Accu: 98.00%
Train Epoch: 55 [50000/146292 (34%)]	Loss: 0.203700, Accu: 94.00%
Train Epoch: 55 [60000/146292 (41%)]	Loss: 0.329468, Accu: 86.00%
Train Epoch: 55 [70000/146292 (48%)]	Loss: 0.140608, Accu: 92.00%
Train Epoch: 55 [80000/146292 (55%)]	Loss: 0.316133, Accu: 92.00%
Train Epoch: 55 [90000/146292 (62%)]	Loss: 0.216406, Accu: 90.00%
Train Epoch: 55 [100000/146292 (68%)]	Loss: 0.086071, Accu: 98.00%
Train Epoch: 55 [110000/146292 (75%)]	Loss: 0.223572, Accu: 86.00%
Train Epoch: 55 [120000/146292 (82%)]	Loss: 0.162698, Accu: 96.00%
Train Epoch: 55 [130000/146292 (89%)]	Loss: 0.208364, Accu: 90.00%
Train Epoch: 55 [140000/146292 (96%)]	Loss: 0.097869, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1231, Accuracy: 31.92%

Train Epoch: 56 [10000/146292 (7%)]	Loss: 0.117035, Accu: 98.00%
Train Epoch: 56 [20000/146292 (14%)]	Loss: 0.104575, Accu: 94.00%
Train Epoch: 56 [30000/146292 (21%)]	Loss: 0.203485, Accu: 92.00%
Train Epoch: 56 [40000/146292 (27%)]	Loss: 0.193203, Accu: 94.00%
Train Epoch: 56 [50000/146292 (34%)]	Loss: 0.152744, Accu: 94.00%
Train Epoch: 56 [60000/146292 (41%)]	Loss: 0.258276, Accu: 90.00%
Train Epoch: 56 [70000/146292 (48%)]	Loss: 0.162740, Accu: 94.00%
Train Epoch: 56 [80000/146292 (55%)]	Loss: 0.154727, Accu: 96.00%
Train Epoch: 56 [90000/146292 (62%)]	Loss: 0.202407, Accu: 88.00%
Train Epoch: 56 [100000/146292 (68%)]	Loss: 0.054574, Accu: 100.00%
Train Epoch: 56 [110000/146292 (75%)]	Loss: 0.220800, Accu: 90.00%
Train Epoch: 56 [120000/146292 (82%)]	Loss: 0.104202, Accu: 98.00%
Train Epoch: 56 [130000/146292 (89%)]	Loss: 0.323113, Accu: 92.00%
Train Epoch: 56 [140000/146292 (96%)]	Loss: 0.208782, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1249, Accuracy: 31.71%

Train Epoch: 57 [10000/146292 (7%)]	Loss: 0.090065, Accu: 96.00%
Train Epoch: 57 [20000/146292 (14%)]	Loss: 0.180631, Accu: 96.00%
Train Epoch: 57 [30000/146292 (21%)]	Loss: 0.176907, Accu: 96.00%
Train Epoch: 57 [40000/146292 (27%)]	Loss: 0.235495, Accu: 90.00%
Train Epoch: 57 [50000/146292 (34%)]	Loss: 0.265977, Accu: 90.00%
Train Epoch: 57 [60000/146292 (41%)]	Loss: 0.181891, Accu: 92.00%
Train Epoch: 57 [70000/146292 (48%)]	Loss: 0.159387, Accu: 94.00%
Train Epoch: 57 [80000/146292 (55%)]	Loss: 0.314068, Accu: 92.00%
Train Epoch: 57 [90000/146292 (62%)]	Loss: 0.142588, Accu: 94.00%
Train Epoch: 57 [100000/146292 (68%)]	Loss: 0.336253, Accu: 90.00%
Train Epoch: 57 [110000/146292 (75%)]	Loss: 0.216604, Accu: 92.00%
Train Epoch: 57 [120000/146292 (82%)]	Loss: 0.215214, Accu: 90.00%
Train Epoch: 57 [130000/146292 (89%)]	Loss: 0.268702, Accu: 96.00%
Train Epoch: 57 [140000/146292 (96%)]	Loss: 0.182573, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1250, Accuracy: 31.63%

Train Epoch: 58 [10000/146292 (7%)]	Loss: 0.201565, Accu: 96.00%
Train Epoch: 58 [20000/146292 (14%)]	Loss: 0.080864, Accu: 98.00%
Train Epoch: 58 [30000/146292 (21%)]	Loss: 0.160070, Accu: 94.00%
Train Epoch: 58 [40000/146292 (27%)]	Loss: 0.211938, Accu: 90.00%
Train Epoch: 58 [50000/146292 (34%)]	Loss: 0.180962, Accu: 92.00%
Train Epoch: 58 [60000/146292 (41%)]	Loss: 0.069543, Accu: 100.00%
Train Epoch: 58 [70000/146292 (48%)]	Loss: 0.361909, Accu: 86.00%
Train Epoch: 58 [80000/146292 (55%)]	Loss: 0.097197, Accu: 96.00%
Train Epoch: 58 [90000/146292 (62%)]	Loss: 0.133376, Accu: 96.00%
Train Epoch: 58 [100000/146292 (68%)]	Loss: 0.341133, Accu: 90.00%
Train Epoch: 58 [110000/146292 (75%)]	Loss: 0.395444, Accu: 90.00%
Train Epoch: 58 [120000/146292 (82%)]	Loss: 0.307952, Accu: 94.00%
Train Epoch: 58 [130000/146292 (89%)]	Loss: 0.189033, Accu: 94.00%
Train Epoch: 58 [140000/146292 (96%)]	Loss: 0.188175, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1203, Accuracy: 32.72%

Train Epoch: 59 [10000/146292 (7%)]	Loss: 0.045629, Accu: 100.00%
Train Epoch: 59 [20000/146292 (14%)]	Loss: 0.096053, Accu: 96.00%
Train Epoch: 59 [30000/146292 (21%)]	Loss: 0.144911, Accu: 94.00%
Train Epoch: 59 [40000/146292 (27%)]	Loss: 0.164476, Accu: 92.00%
Train Epoch: 59 [50000/146292 (34%)]	Loss: 0.244256, Accu: 90.00%
Train Epoch: 59 [60000/146292 (41%)]	Loss: 0.171519, Accu: 94.00%
Train Epoch: 59 [70000/146292 (48%)]	Loss: 0.224214, Accu: 96.00%
Train Epoch: 59 [80000/146292 (55%)]	Loss: 0.379386, Accu: 90.00%
Train Epoch: 59 [90000/146292 (62%)]	Loss: 0.180234, Accu: 92.00%
Train Epoch: 59 [100000/146292 (68%)]	Loss: 0.206935, Accu: 94.00%
Train Epoch: 59 [110000/146292 (75%)]	Loss: 0.083164, Accu: 98.00%
Train Epoch: 59 [120000/146292 (82%)]	Loss: 0.090919, Accu: 98.00%
Train Epoch: 59 [130000/146292 (89%)]	Loss: 0.312607, Accu: 86.00%
Train Epoch: 59 [140000/146292 (96%)]	Loss: 0.221196, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1249, Accuracy: 31.82%

Train Epoch: 60 [10000/146292 (7%)]	Loss: 0.158875, Accu: 94.00%
Train Epoch: 60 [20000/146292 (14%)]	Loss: 0.048453, Accu: 100.00%
Train Epoch: 60 [30000/146292 (21%)]	Loss: 0.390244, Accu: 94.00%
Train Epoch: 60 [40000/146292 (27%)]	Loss: 0.280487, Accu: 88.00%
Train Epoch: 60 [50000/146292 (34%)]	Loss: 0.255042, Accu: 94.00%
Train Epoch: 60 [60000/146292 (41%)]	Loss: 0.278835, Accu: 94.00%
Train Epoch: 60 [70000/146292 (48%)]	Loss: 0.433582, Accu: 94.00%
Train Epoch: 60 [80000/146292 (55%)]	Loss: 0.101050, Accu: 98.00%
Train Epoch: 60 [90000/146292 (62%)]	Loss: 0.303494, Accu: 94.00%
Train Epoch: 60 [100000/146292 (68%)]	Loss: 0.389139, Accu: 90.00%
Train Epoch: 60 [110000/146292 (75%)]	Loss: 0.535967, Accu: 82.00%
Train Epoch: 60 [120000/146292 (82%)]	Loss: 0.415834, Accu: 84.00%
Train Epoch: 60 [130000/146292 (89%)]	Loss: 0.104685, Accu: 96.00%
Train Epoch: 60 [140000/146292 (96%)]	Loss: 0.255741, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1245, Accuracy: 32.00%

Train Epoch: 61 [10000/146292 (7%)]	Loss: 0.204340, Accu: 92.00%
Train Epoch: 61 [20000/146292 (14%)]	Loss: 0.170070, Accu: 90.00%
Train Epoch: 61 [30000/146292 (21%)]	Loss: 0.268104, Accu: 92.00%
Train Epoch: 61 [40000/146292 (27%)]	Loss: 0.206940, Accu: 88.00%
Train Epoch: 61 [50000/146292 (34%)]	Loss: 0.204654, Accu: 94.00%
Train Epoch: 61 [60000/146292 (41%)]	Loss: 0.246892, Accu: 94.00%
Train Epoch: 61 [70000/146292 (48%)]	Loss: 0.164577, Accu: 96.00%
Train Epoch: 61 [80000/146292 (55%)]	Loss: 0.064587, Accu: 98.00%
Train Epoch: 61 [90000/146292 (62%)]	Loss: 0.145020, Accu: 98.00%
Train Epoch: 61 [100000/146292 (68%)]	Loss: 0.308392, Accu: 88.00%
Train Epoch: 61 [110000/146292 (75%)]	Loss: 0.419055, Accu: 90.00%
Train Epoch: 61 [120000/146292 (82%)]	Loss: 0.157473, Accu: 94.00%
Train Epoch: 61 [130000/146292 (89%)]	Loss: 0.142733, Accu: 94.00%
Train Epoch: 61 [140000/146292 (96%)]	Loss: 0.111422, Accu: 98.00%

Test set (34543 samples): Average loss: 0.1312, Accuracy: 31.18%

Train Epoch: 62 [10000/146292 (7%)]	Loss: 0.196454, Accu: 92.00%
Train Epoch: 62 [20000/146292 (14%)]	Loss: 0.267732, Accu: 92.00%
Train Epoch: 62 [30000/146292 (21%)]	Loss: 0.259149, Accu: 94.00%
Train Epoch: 62 [40000/146292 (27%)]	Loss: 0.033717, Accu: 100.00%
Train Epoch: 62 [50000/146292 (34%)]	Loss: 0.095632, Accu: 98.00%
Train Epoch: 62 [60000/146292 (41%)]	Loss: 0.213574, Accu: 96.00%
Train Epoch: 62 [70000/146292 (48%)]	Loss: 0.197707, Accu: 94.00%
Train Epoch: 62 [80000/146292 (55%)]	Loss: 0.304797, Accu: 88.00%
Train Epoch: 62 [90000/146292 (62%)]	Loss: 0.209390, Accu: 92.00%
Train Epoch: 62 [100000/146292 (68%)]	Loss: 0.523935, Accu: 84.00%
Train Epoch: 62 [110000/146292 (75%)]	Loss: 0.120842, Accu: 96.00%
Train Epoch: 62 [120000/146292 (82%)]	Loss: 0.069027, Accu: 100.00%
Train Epoch: 62 [130000/146292 (89%)]	Loss: 0.088778, Accu: 96.00%
Train Epoch: 62 [140000/146292 (96%)]	Loss: 0.271153, Accu: 94.00%

Test set (34543 samples): Average loss: 0.1244, Accuracy: 31.52%

Train Epoch: 63 [10000/146292 (7%)]	Loss: 0.198353, Accu: 94.00%
Train Epoch: 63 [20000/146292 (14%)]	Loss: 0.131246, Accu: 94.00%
Train Epoch: 63 [30000/146292 (21%)]	Loss: 0.152734, Accu: 94.00%
Train Epoch: 63 [40000/146292 (27%)]	Loss: 0.383728, Accu: 86.00%
Train Epoch: 63 [50000/146292 (34%)]	Loss: 0.096317, Accu: 98.00%
Train Epoch: 63 [60000/146292 (41%)]	Loss: 0.033912, Accu: 100.00%
Train Epoch: 63 [70000/146292 (48%)]	Loss: 0.167558, Accu: 92.00%
Train Epoch: 63 [80000/146292 (55%)]	Loss: 0.230184, Accu: 92.00%
Train Epoch: 63 [90000/146292 (62%)]	Loss: 0.362034, Accu: 90.00%
Train Epoch: 63 [100000/146292 (68%)]	Loss: 0.172780, Accu: 92.00%
Train Epoch: 63 [110000/146292 (75%)]	Loss: 0.278623, Accu: 92.00%
Train Epoch: 63 [120000/146292 (82%)]	Loss: 0.310438, Accu: 92.00%
Train Epoch: 63 [130000/146292 (89%)]	Loss: 0.138047, Accu: 96.00%
Train Epoch: 63 [140000/146292 (96%)]	Loss: 0.144805, Accu: 92.00%

Test set (34543 samples): Average loss: 0.1231, Accuracy: 32.86%

Train Epoch: 64 [10000/146292 (7%)]	Loss: 0.080799, Accu: 98.00%
Train Epoch: 64 [20000/146292 (14%)]	Loss: 0.261510, Accu: 92.00%
Train Epoch: 64 [30000/146292 (21%)]	Loss: 0.149349, Accu: 94.00%
Train Epoch: 64 [40000/146292 (27%)]	Loss: 0.173502, Accu: 96.00%
Train Epoch: 64 [50000/146292 (34%)]	Loss: 0.195891, Accu: 88.00%
Train Epoch: 64 [60000/146292 (41%)]	Loss: 0.127272, Accu: 98.00%
Train Epoch: 64 [70000/146292 (48%)]	Loss: 0.158467, Accu: 94.00%
Train Epoch: 64 [80000/146292 (55%)]	Loss: 0.047675, Accu: 100.00%
Train Epoch: 64 [90000/146292 (62%)]	Loss: 0.106511, Accu: 94.00%
Train Epoch: 64 [100000/146292 (68%)]	Loss: 0.163305, Accu: 96.00%
Train Epoch: 64 [110000/146292 (75%)]	Loss: 0.076654, Accu: 100.00%
Train Epoch: 64 [120000/146292 (82%)]	Loss: 0.133806, Accu: 94.00%
Train Epoch: 64 [130000/146292 (89%)]	Loss: 0.334711, Accu: 88.00%
Train Epoch: 64 [140000/146292 (96%)]	Loss: 0.219715, Accu: 90.00%

Test set (34543 samples): Average loss: 0.1233, Accuracy: 32.63%

Train Epoch: 65 [10000/146292 (7%)]	Loss: 0.089627, Accu: 96.00%
Train Epoch: 65 [20000/146292 (14%)]	Loss: 0.189050, Accu: 94.00%
Train Epoch: 65 [30000/146292 (21%)]	Loss: 0.341547, Accu: 88.00%
Train Epoch: 65 [40000/146292 (27%)]	Loss: 0.308222, Accu: 88.00%
Train Epoch: 65 [50000/146292 (34%)]	Loss: 0.225557, Accu: 92.00%
Train Epoch: 65 [60000/146292 (41%)]	Loss: 0.212624, Accu: 94.00%
Train Epoch: 65 [70000/146292 (48%)]	Loss: 0.048003, Accu: 98.00%
Train Epoch: 65 [80000/146292 (55%)]	Loss: 0.305879, Accu: 90.00%
Train Epoch: 65 [90000/146292 (62%)]	Loss: 0.033115, Accu: 100.00%
Train Epoch: 65 [100000/146292 (68%)]	Loss: 0.272266, Accu: 90.00%
Train Epoch: 65 [110000/146292 (75%)]	Loss: 0.085358, Accu: 96.00%
Train Epoch: 65 [120000/146292 (82%)]	Loss: 0.154586, Accu: 96.00%
Train Epoch: 65 [130000/146292 (89%)]	Loss: 0.188066, Accu: 98.00%
Train Epoch: 65 [140000/146292 (96%)]	Loss: 0.358404, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1303, Accuracy: 31.49%

Train Epoch: 66 [10000/146292 (7%)]	Loss: 0.156018, Accu: 98.00%
Train Epoch: 66 [20000/146292 (14%)]	Loss: 0.141176, Accu: 94.00%
Train Epoch: 66 [30000/146292 (21%)]	Loss: 0.085203, Accu: 98.00%
Train Epoch: 66 [40000/146292 (27%)]	Loss: 0.188100, Accu: 94.00%
Train Epoch: 66 [50000/146292 (34%)]	Loss: 0.069841, Accu: 98.00%
Train Epoch: 66 [60000/146292 (41%)]	Loss: 0.128050, Accu: 96.00%
